transaction_amt,merchant_risk,velocity,hour_sin,hour_cos,score,true_label
9.558055357613092,0.7211883966527004,4.117216419030079,0.0,1.0,0.72817534,0
62.60939050264905,0.0681214263602119,4.858972440255007,0.0,1.0,0.660969,0
10.373049849472723,0.1463481281634383,3.7523314631275184,0.0,1.0,0.65950227,0
3.404750572248111,0.3349123133516561,0.9205593595358352,-0.8660254037844385,-0.5000000000000004,0.5955776,0
28.47511379397736,0.932618976367084,1.4870093918140803,0.9659258262890683,-0.25881904510252063,0.59225786,0
4.413886971520079,0.6773313111464179,1.2653215679031515,0.25881904510252074,0.9659258262890683,0.5851951,0
5.888805891805919,0.9815554451289596,3.8709707382281966,0.7071067811865476,-0.7071067811865475,0.57929724,0
10.085748690286314,0.2637742627616862,1.5101341402367974,0.0,1.0,0.57707864,0
6.410955475346165,0.8809249585873442,2.120344264458315,0.9659258262890683,-0.25881904510252063,0.5759165,0
5.249983004029458,0.6322983163534113,1.1328088625193011,-0.8660254037844385,-0.5000000000000004,0.57438684,0
20.118854887031542,0.3290310649104191,1.2529520430142682,-0.8660254037844386,0.5000000000000001,0.57293713,1
28.806521053198026,0.4285434542050479,2.295361945140754,-0.8660254037844385,-0.5000000000000004,0.57293713,0
11.06233971178895,0.390650644395514,1.128565730751938,-0.8660254037844386,0.5000000000000001,0.57293713,0
25.563374191990818,0.6735290677576997,2.524508229289224,-0.8660254037844386,0.5000000000000001,0.57293713,0
19.62302574161013,0.7419265009555529,1.497765564755963,-0.8660254037844385,-0.5000000000000004,0.57293713,0
18.33768338255915,0.5738064210202111,2.7032650504840348,-0.8660254037844386,0.5000000000000001,0.56853664,0
10.769945947523883,0.5103461724996892,2.7725967880091207,-0.8660254037844386,0.5000000000000001,0.56853664,0
74.42543632587281,0.6252282389928668,1.0462798999976377,0.9659258262890683,-0.25881904510252063,0.5672189,0
21.60846661701881,0.817121105451161,4.560953946261347,0.9659258262890683,-0.25881904510252063,0.5655697,0
14.281140321298905,0.4045295222815687,3.894140839641989,-0.8660254037844386,0.5000000000000001,0.564649,0
