transaction_amt,transaction_hour,merchant_risk,velocity,is_anomaly
3.0622122853109106,10,0.3686913086612157,0.3468997494141468,0
49.94643515038202,4,0.8698170307788329,8.453126448821475,0
9.368143505136963,8,0.3664549179727916,1.1752792361076025,0
17.27975598708724,7,0.47430541254510683,1.5591050769058001,0
16.201446853403485,8,0.4421061417512122,7.566017217945738,0
7.3923373390141585,0,0.785601432135685,2.3677938323689975,0
14.162783809666983,13,0.821017671621556,4.913259309470202,0
13.55863054090234,11,0.9058502349989344,4.986190329047153,0
30.365860615281015,9,0.2298985676852109,3.752451256580933,1
2.0936483505593886,18,0.9110277505804701,9.325372686609052,0
11.88602013039548,12,0.2897906948890526,5.638722806080701,0
358.6837539351944,13,0.8780332242987969,7.170398913588106,0
28.160317289022085,22,0.8571250795460678,8.902943705869697,0
15.417484678138472,3,0.4547525342040353,6.147349391484958,0
27.95903087911877,16,0.7984315559840075,6.948520623102265,0
11.264452906372664,18,0.7432846809581107,4.423774581966965,0
82.02523362949545,4,0.044989890752693995,9.954524042334457,0
33.30252024156617,11,0.026203058342322172,7.759093957835171,0
5.216367497866474,6,0.08786928213468759,9.651115481582812,0
23.366575108856818,0,0.9482632253200047,1.2724493307695084,0
18.37049222701171,21,0.7128871313517633,0.2289845609769614,0
53.96387496699183,20,0.41445557807723443,5.23487469788647,0
5.201107466529467,23,0.22081894497899446,7.315136423743057,0
13.621819152701901,22,0.9477976320271447,8.329670141125767,0
9.217584325497489,3,0.24431848122956168,8.48817216635137,0
5.1243531750298885,8,0.5437267546012209,2.869668956425544,0
5.922018357995427,18,0.24317371513397645,7.591361628847297,0
12.89877888739345,14,0.7267701267737888,1.5736564359638416,1
104.33132804320758,18,0.17250174145651276,5.192941985849345,0
19.731442638298468,19,0.5954368651970864,2.35390372753169,0
33.71936210356783,6,0.6496278359167527,2.3167877721463057,0
13.438555933426965,22,0.963957202567213,2.9970029978996857,0
7.143307447656541,4,0.60291053257334,3.0740668802882865,0
15.666904315151706,22,0.48504503716642544,3.3481870860549447,0
18.2535203830298,16,0.3927403795603268,9.133726563732715,0
86.10316568443614,6,0.10581657056109173,6.868606449462408,0
42.57734819352891,16,0.7219749452571119,0.04399095667881103,0
24.36253233085471,3,0.24718382370659675,4.0142675400438,1
3.995205722831628,12,0.3126131623606998,1.6503681469411613,0
33.10119074104391,2,0.011852887521606847,7.212129760490621,0
50.12597779768785,17,0.6590146931965253,9.825350763746805,1
13.422798314877772,7,0.7588617901206174,4.987951570501535,0
36.34528190397122,16,0.09435787514804861,9.809970742205541,0
43.57666589023196,4,0.13703147365568769,2.7589448860317143,0
15.610902804871445,0,0.8229635576345742,5.810378547483495,0
14.791526188057897,6,0.7347276873588319,5.451535762583499,0
7.0135775299235785,10,0.12376683892419038,7.959363833423735,0
52.57969485387995,18,0.4227222872397405,2.614020920535187,0
55.018201332850396,21,0.3117566991276507,2.5916474501198805,0
60.39201290805259,11,0.16387900867276017,3.5481222427218615,0
23.79597935655295,22,0.4383607773575189,5.841038044895792,0
20.71311613033404,11,0.8519603995961681,1.3539512837858891,0
40.306643576643566,0,0.8162702025508738,9.549210238934204,0
